,Order ID,Order Date,Contact Name,Country,City,Region,Subregion,Customer,Industry,Segment,Product,Sales,Quantity,Discount,Profit,Price,Year,Month
23,EMEA-2023-156909,2023-07-17,Luke Bower,France,Paris,EMEA,EU-WEST,Costco Wholesale,Retail,SMB,FinanceHub,71.372,2,0.3,-1.0196,50.980000000000004,2023,7
24,EMEA-2021-106320,2021-09-25,Jonathan Ferguson,Turkey,Istanbul,EMEA,MEA,McKesson,Consumer Products,SMB,ContactMatcher,1044.63,3,0.0,240.2649,348.21000000000004,2021,9
25,AMER-2022-121755,2022-01-16,Sam Parsons,United States,New York City,AMER,NAMER,Siemens,Manufacturing,SMB,ContactMatcher,11.648,2,0.2,4.2224,7.279999999999999,2022,1
26,AMER-2022-121755,2022-01-16,Sam Parsons,United States,New York City,AMER,NAMER,Siemens,Manufacturing,SMB,Data Smasher,90.57,3,0.0,11.7741,30.189999999999998,2022,1
27,EMEA-2021-150630,2021-09-17,Neil Gill,France,Paris,EMEA,EU-WEST,Intel,Tech,SMB,Marketing Suite,3083.43,7,0.5,-1665.0522,880.9799999999999,2021,9
28,EMEA-2021-150630,2021-09-17,Neil Gill,France,Paris,EMEA,EU-WEST,Intel,Tech,SMB,ContactMatcher,9.618,2,0.7,-7.0532,16.029999999999998,2021,9
29,EMEA-2021-150630,2021-09-17,Neil Gill,France,Paris,EMEA,EU-WEST,Intel,Tech,SMB,SaaS Connector Pack,124.2,3,0.2,15.525,51.75,2021,9
30,EMEA-2021-150630,2021-09-17,Neil Gill,France,Paris,EMEA,EU-WEST,Intel,Tech,SMB,SaaS Connector Pack - Gold,3.264,2,0.2,1.1016,2.0399999999999996,2021,9
31,EMEA-2021-150630,2021-09-17,Neil Gill,France,Paris,EMEA,EU-WEST,Intel,Tech,SMB,ChatBot Plugin,86.304,6,0.2,9.7092,17.98,2021,9
32,EMEA-2021-150630,2021-09-17,Neil Gill,France,Paris,EMEA,EU-WEST,Intel,Tech,SMB,ContactMatcher,6.858,6,0.7,-5.715,3.809999999999999,2021,9
33,EMEA-2021-150630,2021-09-17,Neil Gill,France,Paris,EMEA,EU-WEST,Intel,Tech,SMB,ChatBot Plugin,15.76,2,0.2,3.546,9.85,2021,9
34,APJ-2023-107727,2023-10-20,Amelia Campbell,Japan,Tokyo,APJ,JAPN,Glencore,Misc,Enterprise,Support,29.472,3,0.2,9.9468,12.28,2023,10
35,APJ-2022-117590,2022-12-09,Chloe Short,Japan,Aichi,APJ,JAPN,Procter & Gamble,Consumer Products,Strategic,Site Analytics,1097.544,7,0.2,123.4737,195.99,2022,12
36,APJ-2022-117590,2022-12-09,Chloe Short,Japan,Aichi,APJ,JAPN,Procter & Gamble,Consumer Products,Strategic,SaaS Connector Pack,190.92,5,0.6,-147.963,95.46,2022,12
37,APJ-2021-117415,2021-12-27,Jasmine Metcalfe,Japan,Tokyo,APJ,JAPN,Banco Santander,Finance,Enterprise,SaaS Connector Pack - Gold,113.328,9,0.2,35.415,15.74,2021,12
38,APJ-2021-117415,2021-12-27,Jasmine Metcalfe,Japan,Tokyo,APJ,JAPN,Banco Santander,Finance,Enterprise,Marketing Suite,532.3992,3,0.32,-46.9764,260.98,2021,12
39,APJ-2021-117415,2021-12-27,Jasmine Metcalfe,Japan,Tokyo,APJ,JAPN,Banco Santander,Finance,Enterprise,FinanceHub,212.058,3,0.3,-15.147,100.98,2021,12
40,APJ-2021-117415,2021-12-27,Jasmine Metcalfe,Japan,Tokyo,APJ,JAPN,Banco Santander,Finance,Enterprise,Site Analytics,371.168,4,0.2,41.7564,115.99,2021,12
41,APJ-2023-120999,2023-09-11,Karen Mathis,Australia,Wollongong,APJ,ANZ,Pemex,Energy,Strategic,Site Analytics,147.168,4,0.2,16.5564,45.99,2023,9
42,AMER-2022-101343,2022-07-18,Dylan Dickens,United States,New York City,AMER,NAMER,Siemens,Manufacturing,Strategic,Marketing Suite - Gold,77.88,2,0.0,3.894,38.94,2022,7
43,EMEA-2023-139619,2023-09-20,Sophie Lewis,Germany,Hanover,EMEA,EU-WEST,Samsung Electronics,Tech,Strategic,Marketing Suite - Gold,95.616,2,0.2,9.5616,59.76,2023,9
44,EMEA-2022-118255,2022-03-12,Gavin Mitchell,Luxembourg,Luxembourg,EMEA,EU-WEST,Sony,Tech,Strategic,Data Smasher,45.98,2,0.0,19.7714,22.99,2022,3
45,EMEA-2022-118255,2022-03-12,Gavin Mitchell,Luxembourg,Luxembourg,EMEA,EU-WEST,Sony,Tech,Strategic,ContactMatcher,17.46,2,0.0,8.2062,8.73,2022,3
46,AMER-2020-146703,2020-10-20,Katherine Dowd,Brazil,Salvador,AMER,LATAM,Morgan Stanley,Finance,SMB,Marketing Suite - Gold,211.96,4,0.0,8.4784,52.99,2020,10
47,APJ-2022-169194,2022-06-21,Harry Brown,Philippines,Davao City,APJ,APAC,Bank of America Corp.,Finance,SMB,Data Smasher,45.0,3,0.0,4.95,15.0,2022,6
48,APJ-2022-169194,2022-06-21,Harry Brown,Philippines,Davao City,APJ,APAC,Bank of America Corp.,Finance,SMB,Site Analytics,21.8,2,0.0,6.104,10.9,2022,6
49,APJ-2021-115742,2021-04-18,Brian Dickens,India,Kolkata,APJ,IND,Siemens,Manufacturing,SMB,ContactMatcher,38.22,6,0.0,17.9634,6.37,2021,4
50,APJ-2021-115742,2021-04-18,Brian Dickens,India,Kolkata,APJ,IND,Siemens,Manufacturing,SMB,FinanceHub,75.18,6,0.0,35.3346,12.530000000000001,2021,4
51,APJ-2021-115742,2021-04-18,Brian Dickens,India,Kolkata,APJ,IND,Siemens,Manufacturing,SMB,SaaS Connector Pack,6.16,2,0.0,2.9568,3.08,2021,4
52,APJ-2021-115742,2021-04-18,Brian Dickens,India,Kolkata,APJ,IND,Siemens,Manufacturing,SMB,FinanceHub,89.99,1,0.0,17.0981,89.99,2021,4
53,EMEA-2022-105816,2022-12-12,Joseph Newman,United Kingdom,London,EMEA,UKIR,Tesco,Retail,Strategic,Storage,15.26,7,0.0,6.2566,2.18,2022,12
54,EMEA-2022-105816,2022-12-12,Joseph Newman,United Kingdom,London,EMEA,UKIR,Tesco,Retail,Strategic,Site Analytics,1029.95,5,0.0,298.6855,205.99,2022,12
55,EMEA-2022-111682,2022-06-18,Nicola Howard,United Kingdom,Brighton,EMEA,UKIR,Aviva,Finance,SMB,Marketing Suite - Gold,208.56,6,0.0,52.14,34.76,2022,6
56,EMEA-2022-111682,2022-06-18,Nicola Howard,United Kingdom,Brighton,EMEA,UKIR,Aviva,Finance,SMB,Support,32.4,5,0.0,15.552,6.4799999999999995,2022,6
57,EMEA-2022-111682,2022-06-18,Nicola Howard,United Kingdom,Brighton,EMEA,UKIR,Aviva,Finance,SMB,FinanceHub,319.41,5,0.1,7.098,70.98,2022,6
58,EMEA-2022-111682,2022-06-18,Nicola Howard,United Kingdom,Brighton,EMEA,UKIR,Aviva,Finance,SMB,Support,14.56,2,0.0,6.9888,7.28,2022,6
59,EMEA-2022-111682,2022-06-18,Nicola Howard,United Kingdom,Brighton,EMEA,UKIR,Aviva,Finance,SMB,Data Smasher,30.0,2,0.0,3.3,15.0,2022,6
60,EMEA-2022-111682,2022-06-18,Nicola Howard,United Kingdom,Brighton,EMEA,UKIR,Aviva,Finance,SMB,ContactMatcher,48.48,4,0.2,16.362,15.149999999999999,2022,6
61,EMEA-2022-111682,2022-06-18,Nicola Howard,United Kingdom,Brighton,EMEA,UKIR,Aviva,Finance,SMB,ChatBot Plugin,1.68,1,0.0,0.84,1.68,2022,6
62,AMER-2021-135545,2021-11-24,Stewart Wilson,United States,New York City,AMER,NAMER,Mondelez International,Consumer Products,SMB,Data Smasher,13.98,2,0.0,6.1512,6.99,2021,11
63,AMER-2021-135545,2021-11-24,Stewart Wilson,United States,New York City,AMER,NAMER,Mondelez International,Consumer Products,SMB,ContactMatcher,25.824,6,0.2,9.3612,5.38,2021,11
64,AMER-2021-135545,2021-11-24,Stewart Wilson,United States,New York City,AMER,NAMER,Mondelez International,Consumer Products,SMB,Support,146.73,3,0.0,68.9631,48.91,2021,11
65,AMER-2021-135545,2021-11-24,Stewart Wilson,United States,New York City,AMER,NAMER,Mondelez International,Consumer Products,SMB,SaaS Connector Pack,79.76,4,0.0,22.3328,19.94,2021,11
66,APJ-2021-164175,2021-04-30,Eric McLean,Australia,Sydney,APJ,ANZ,Abbott Laboratories,Healthcare,Enterprise,FinanceHub,213.115,5,0.3,-15.2225,60.89000000000001,2021,4
67,AMER-2020-106376,2020-12-05,Leah Clarkson,Chile,Puente Alto,AMER,LATAM,Morgan Stanley,Finance,Strategic,ChatBot Plugin,1113.024,8,0.2,111.3024,173.90999999999997,2020,12
68,AMER-2020-106376,2020-12-05,Leah Clarkson,Chile,Puente Alto,AMER,LATAM,Morgan Stanley,Finance,Strategic,Site Analytics,167.968,4,0.2,62.988,52.489999999999995,2020,12
69,EMEA-2022-119823,2022-06-05,Alison Davidson,Spain,Madrid,EMEA,EU-WEST,Fannie Mae,Finance,SMB,Support,75.88,2,0.0,35.6636,37.94,2022,6
70,EMEA-2022-106075,2022-09-19,Sophie Vance,United Kingdom,London,EMEA,UKIR,Aetna,Healthcare,SMB,ContactMatcher,4.616,1,0.2,1.731,5.77,2022,9
71,AMER-2023-114440,2023-09-15,Neil Gill,Brazil,Rio de Janeiro,AMER,LATAM,Intel,Tech,SMB,Support,19.05,3,0.0,8.763,6.3500000000000005,2023,9
72,EMEA-2021-134026,2021-04-26,Anne Lee,South Africa,Cape Town,EMEA,MEA,Oracle,Tech,SMB,FinanceHub,831.936,8,0.2,-114.3912,129.99,2021,4
73,EMEA-2021-134026,2021-04-26,Anne Lee,South Africa,Cape Town,EMEA,MEA,Oracle,Tech,SMB,SaaS Connector Pack,97.04,2,0.2,1.213,60.65,2021,4
74,EMEA-2021-134026,2021-04-26,Anne Lee,South Africa,Cape Town,EMEA,MEA,Oracle,Tech,SMB,Marketing Suite - Gold,72.784,1,0.2,-18.196,90.98,2021,4
75,APJ-2023-118038,2023-12-10,Maria Dyer,Japan,Tokyo,APJ,JAPN,Nissan Motor,Transportation,Strategic,ContactMatcher,1.248,3,0.8,-1.9344,2.0800000000000005,2023,12
76,APJ-2023-118038,2023-12-10,Maria Dyer,Japan,Tokyo,APJ,JAPN,Nissan Motor,Transportation,Strategic,SaaS Connector Pack,9.708,3,0.6,-5.8248,8.09,2023,12
77,APJ-2023-118038,2023-12-10,Maria Dyer,Japan,Tokyo,APJ,JAPN,Nissan Motor,Transportation,Strategic,Marketing Suite - Gold,27.24,3,0.2,2.724,11.35,2023,12
78,APJ-2020-147606,2020-11-26,Anne Lee,Japan,Tokyo,APJ,JAPN,Oracle,Tech,SMB,SaaS Connector Pack,19.3,5,0.6,-14.475,9.65,2020,11
79,EMEA-2022-127208,2022-06-13,Julia Ellison,Portugal,Lisboa,EMEA,EU-WEST,Tyson Foods,Consumer Products,Strategic,OneView,208.16,1,0.0,56.2032,208.16,2022,6
80,EMEA-2022-127208,2022-06-13,Julia Ellison,Portugal,Lisboa,EMEA,EU-WEST,Tyson Foods,Consumer Products,Strategic,ContactMatcher,16.74,3,0.0,8.0352,5.579999999999999,2022,6
81,AMER-2020-139451,2020-10-12,Gordon McLean,United States,Los Angeles,AMER,NAMER,Verizon Communications,Communications,SMB,ChatBot Plugin,14.9,5,0.0,4.172,2.98,2020,10
82,AMER-2020-139451,2020-10-12,Gordon McLean,United States,Los Angeles,AMER,NAMER,Verizon Communications,Communications,SMB,Marketing Suite - Gold,21.39,1,0.0,6.2031,21.39,2020,10
83,EMEA-2021-149734,2021-09-03,Jessica Buckland,Sweden,Uppsala,EMEA,NOR,Itochu,Finance,Strategic,SaaS Connector Pack - Gold,200.984,7,0.2,62.8075,35.89,2021,9
84,APJ-2023-119662,2023-11-14,Bernadette Nolan,Australia,Sydney,APJ,ANZ,Royal Dutch Shell,Energy,Enterprise,Marketing Suite - Gold,230.376,3,0.2,-48.9549,95.99,2023,11
85,AMER-2023-140088,2023-05-29,Katherine Dowd,Colombia,Bogotá,AMER,LATAM,Morgan Stanley,Finance,SMB,FinanceHub,301.96,2,0.0,33.2156,150.98,2023,5
86,EMEA-2023-155558,2023-10-27,Sonia Ince,Luxembourg,Luxembourg,EMEA,EU-WEST,Daimler,Transportation,SMB,Data Smasher,19.99,1,0.0,6.7966,19.99,2023,10
87,EMEA-2023-155558,2023-10-27,Sonia Ince,Luxembourg,Luxembourg,EMEA,EU-WEST,Daimler,Transportation,SMB,FinanceHub,6.16,2,0.0,2.9568,3.08,2023,10
88,APJ-2022-159695,2022-04-06,William Lewis,Japan,Tokyo,APJ,JAPN,Fannie Mae,Finance,Enterprise,Marketing Suite - Gold,158.368,7,0.2,13.8572,28.279999999999998,2022,4
89,AMER-2022-109806,2022-09-18,Melanie Young,United States,New York City,AMER,NAMER,Daimler,Transportation,Strategic,ChatBot Plugin,20.1,3,0.0,6.633,6.7,2022,9
90,AMER-2022-109806,2022-09-18,Melanie Young,United States,New York City,AMER,NAMER,Daimler,Transportation,Strategic,Site Analytics,73.584,2,0.2,8.2782,45.99,2022,9
91,AMER-2022-109806,2022-09-18,Melanie Young,United States,New York City,AMER,NAMER,Daimler,Transportation,Strategic,Support,6.48,1,0.0,3.1104,6.48,2022,9
92,EMEA-2021-149587,2021-01-31,Edward Oliver,Luxembourg,Luxembourg,EMEA,EU-WEST,Morgan Stanley,Finance,SMB,Support,12.96,2,0.0,6.2208,6.48,2021,1
93,EMEA-2021-149587,2021-01-31,Edward Oliver,Luxembourg,Luxembourg,EMEA,EU-WEST,Morgan Stanley,Finance,SMB,SaaS Connector Pack,53.34,3,0.0,16.5354,17.78,2021,1
94,EMEA-2021-149587,2021-01-31,Edward Oliver,Luxembourg,Luxembourg,EMEA,EU-WEST,Morgan Stanley,Finance,SMB,ContactMatcher,32.96,2,0.0,16.1504,16.48,2021,1
95,EMEA-2023-109484,2023-11-07,Peter Quinn,Belgium,Brussels,EMEA,EU-WEST,Walgreens,Retail,Enterprise,ContactMatcher,5.682,1,0.7,-3.788,18.939999999999998,2023,11
96,EMEA-2023-161018,2023-11-10,Max Marshall,United Kingdom,London,EMEA,UKIR,Boeing,Manufacturing,Enterprise,SaaS Connector Pack,96.53,7,0.0,40.5426,13.790000000000001,2023,11
97,AMER-2023-157833,2023-06-18,Jan Watson,United States,Los Angeles,AMER,NAMER,Valero Energy,Energy,SMB,ContactMatcher,51.312,3,0.2,17.9592,21.379999999999995,2023,6
98,EMEA-2022-149223,2022-09-07,Carol Ball,Luxembourg,Luxembourg,EMEA,EU-WEST,Nestle,Consumer Products,Strategic,OneView,77.88,6,0.0,22.5852,12.979999999999999,2022,9
99,APJ-2022-158568,2022-08-30,Gavin Walsh,Australia,Sydney,APJ,ANZ,Philip Morris International,Consumer Products,Enterprise,Support,64.624,7,0.2,22.6184,11.539999999999997,2022,8
100,APJ-2022-158568,2022-08-30,Gavin Walsh,Australia,Sydney,APJ,ANZ,Philip Morris International,Consumer Products,Enterprise,Data Smasher,95.976,3,0.2,-10.7973,39.99,2022,8
101,APJ-2022-158568,2022-08-30,Gavin Walsh,Australia,Sydney,APJ,ANZ,Philip Morris International,Consumer Products,Enterprise,ContactMatcher,1.788,3,0.8,-3.0396,2.9800000000000004,2022,8
102,EMEA-2022-129903,2022-12-02,Penelope Peake,Luxembourg,Luxembourg,EMEA,EU-WEST,Trafigura Group,Finance,SMB,Support,23.92,4,0.0,11.7208,5.98,2022,12
103,EMEA-2021-156867,2021-11-13,Amy Scott,Russia,Moscow,EMEA,EU-EAST,Walmart,Retail,SMB,Data Smasher,238.896,6,0.2,-26.8758,49.76999999999999,2021,11
104,EMEA-2021-156867,2021-11-13,Amy Scott,Russia,Moscow,EMEA,EU-EAST,Walmart,Retail,SMB,SaaS Connector Pack,102.36,3,0.2,-3.8385,42.65,2021,11
105,EMEA-2021-156867,2021-11-13,Amy Scott,Russia,Moscow,EMEA,EU-EAST,Walmart,Retail,SMB,ContactMatcher,36.882,3,0.7,-25.8174,40.97999999999999,2021,11
106,EMEA-2023-119004,2023-11-24,Carl Jackson,Sweden,Stockholm,EMEA,NOR,Cisco Systems,Tech,SMB,Data Smasher,74.112,8,0.2,17.6016,11.579999999999998,2023,11
107,EMEA-2023-119004,2023-11-24,Carl Jackson,Sweden,Stockholm,EMEA,NOR,Cisco Systems,Tech,SMB,Site Analytics,27.992,1,0.2,2.0994,34.99,2023,11
108,EMEA-2023-119004,2023-11-24,Carl Jackson,Sweden,Stockholm,EMEA,NOR,Cisco Systems,Tech,SMB,ChatBot Plugin,3.304,1,0.2,1.0738,4.13,2023,11
109,APJ-2021-129476,2021-10-15,Joe Wallace,Australia,Canberra,APJ,ANZ,Nissan Motor,Transportation,Enterprise,Data Smasher,339.96,5,0.2,67.992,84.98999999999998,2021,10
110,EMEA-2023-146780,2023-12-26,Luke Mills,United Kingdom,London,EMEA,UKIR,Prudential Financial,Finance,Strategic,SaaS Connector Pack,41.96,2,0.0,10.9096,20.98,2023,12
111,EMEA-2022-128867,2022-11-04,Alexandra Dyer,Netherlands,The Hague,EMEA,EU-WEST,Walmart,Retail,SMB,ChatBot Plugin,75.96,2,0.0,22.788,37.98,2022,11
112,EMEA-2022-128867,2022-11-04,Alexandra Dyer,Netherlands,The Hague,EMEA,EU-WEST,Walmart,Retail,SMB,ContactMatcher,27.24,6,0.0,13.3476,4.54,2022,11
113,AMER-2020-115259,2020-08-25,Rebecca Dickens,Mexico,Mexico City,AMER,LATAM,Amazon,Tech,SMB,Storage,40.096,14,0.2,14.5348,3.579999999999999,2020,8
114,AMER-2020-115259,2020-08-25,Rebecca Dickens,Mexico,Mexico City,AMER,LATAM,Amazon,Tech,SMB,SaaS Connector Pack - Gold,4.72,2,0.2,1.652,2.9499999999999997,2020,8
115,AMER-2020-115259,2020-08-25,Rebecca Dickens,Mexico,Mexico City,AMER,LATAM,Amazon,Tech,SMB,Support,23.976,3,0.2,7.4925,9.99,2020,8
116,AMER-2020-115259,2020-08-25,Rebecca Dickens,Mexico,Mexico City,AMER,LATAM,Amazon,Tech,SMB,SaaS Connector Pack - Gold,130.464,6,0.2,44.0316,27.179999999999996,2020,8
117,AMER-2021-110457,2021-03-02,Audrey Hardacre,Canada,Toronto,AMER,NAMER,Trafigura Group,Finance,SMB,ContactMatcher,787.53,3,0.0,165.3813,262.51,2021,3
118,EMEA-2021-136476,2021-04-05,Jennifer Dowd,South Africa,Cape Town,EMEA,MEA,Gazprom,Energy,Strategic,ContactMatcher,157.794,1,0.7,-115.7156,525.9799999999999,2021,4
119,APJ-2022-103730,2022-06-13,Natalie Sanderson,Philippines,Manila,APJ,APAC,Aetna,Healthcare,SMB,SaaS Connector Pack,47.04,3,0.0,18.3456,15.68,2022,6
120,APJ-2022-103730,2022-06-13,Natalie Sanderson,Philippines,Manila,APJ,APAC,Aetna,Healthcare,SMB,ContactMatcher,30.84,4,0.0,13.878,7.71,2022,6
121,APJ-2022-103730,2022-06-13,Natalie Sanderson,Philippines,Manila,APJ,APAC,Aetna,Healthcare,SMB,Marketing Suite - Gold,226.56,6,0.0,63.4368,37.76,2022,6
122,APJ-2022-103730,2022-06-13,Natalie Sanderson,Philippines,Manila,APJ,APAC,Aetna,Healthcare,SMB,SaaS Connector Pack - Gold,115.02,9,0.0,51.759,12.78,2022,6
123,APJ-2022-103730,2022-06-13,Natalie Sanderson,Philippines,Manila,APJ,APAC,Aetna,Healthcare,SMB,Site Analytics,68.04,7,0.0,19.7316,9.72,2022,6
124,APJ-2020-152030,2020-12-26,Samantha Rampling,Japan,Tokyo,APJ,JAPN,FedEx,Transportation,Enterprise,FinanceHub,600.558,3,0.3,-8.5794,285.98,2020,12
125,APJ-2020-134614,2020-09-20,Sally Berry,Australia,Geelong,APJ,ANZ,Tesco,Retail,SMB,ContactMatcher,617.7,6,0.5,-407.682,205.9,2020,9
126,AMER-2023-107272,2023-11-06,Anthony Clark,Chile,Santiago,AMER,LATAM,Honda Motor,Manufacturing,SMB,ContactMatcher,2.388,2,0.7,-1.8308,3.979999999999999,2023,11
127,AMER-2023-107272,2023-11-06,Anthony Clark,Chile,Santiago,AMER,LATAM,Honda Motor,Manufacturing,SMB,Marketing Suite - Gold,243.992,7,0.2,30.499,43.56999999999999,2023,11
128,AMER-2022-125969,2022-11-07,Victor Short,United States,New York City,AMER,NAMER,Prudential Financial,Finance,Enterprise,FinanceHub,81.424,2,0.2,-9.1602,50.89,2022,11
129,AMER-2022-125969,2022-11-07,Victor Short,United States,New York City,AMER,NAMER,Prudential Financial,Finance,Enterprise,SaaS Connector Pack,238.56,3,0.0,26.2416,79.52,2022,11
130,AMER-2023-164147,2023-02-03,Austin Newman,Mexico,Mexico City,AMER,LATAM,Banco Santander,Finance,Strategic,Site Analytics,59.97,5,0.4,-11.994,19.990000000000002,2023,2
131,AMER-2023-164147,2023-02-03,Austin Newman,Mexico,Mexico City,AMER,LATAM,Banco Santander,Finance,Strategic,Support,78.304,2,0.2,29.364,48.94,2023,2
132,AMER-2023-164147,2023-02-03,Austin Newman,Mexico,Mexico City,AMER,LATAM,Banco Santander,Finance,Strategic,Storage,21.456,9,0.2,6.9732,2.9799999999999995,2023,2
133,AMER-2022-145583,2022-10-14,Rose Scott,United States,Aurora,AMER,NAMER,CVS Health,Retail,SMB,Support,20.04,3,0.0,9.6192,6.68,2022,10
134,AMER-2022-145583,2022-10-14,Rose Scott,United States,Aurora,AMER,NAMER,CVS Health,Retail,SMB,Support,35.44,1,0.0,16.6568,35.44,2022,10
135,AMER-2022-145583,2022-10-14,Rose Scott,United States,Aurora,AMER,NAMER,CVS Health,Retail,SMB,ChatBot Plugin,11.52,4,0.0,3.456,2.88,2022,10
136,AMER-2022-145583,2022-10-14,Rose Scott,United States,Aurora,AMER,NAMER,CVS Health,Retail,SMB,Storage,4.02,2,0.0,1.9698,2.01,2022,10
137,AMER-2022-145583,2022-10-14,Rose Scott,United States,Aurora,AMER,NAMER,CVS Health,Retail,SMB,ContactMatcher,76.176,3,0.2,26.6616,31.74,2022,10
138,AMER-2022-145583,2022-10-14,Rose Scott,United States,Aurora,AMER,NAMER,CVS Health,Retail,SMB,Support,65.88,6,0.0,18.4464,10.979999999999999,2022,10
139,AMER-2022-145583,2022-10-14,Rose Scott,United States,Aurora,AMER,NAMER,CVS Health,Retail,SMB,SaaS Connector Pack,43.12,14,0.0,20.6976,3.0799999999999996,2022,10
140,EMEA-2022-110366,2022-09-06,Tim Morrison,France,Paris,EMEA,EU-WEST,General Motors,Manufacturing,Strategic,SaaS Connector Pack,82.8,2,0.2,10.35,51.74999999999999,2022,9
141,AMER-2023-106180,2023-09-19,Harry Murray,United States,Los Angeles,AMER,NAMER,State Farm Insurance Cos.,Finance,Strategic,ChatBot Plugin,8.82,3,0.0,2.3814,2.94,2023,9
142,AMER-2023-106180,2023-09-19,Harry Murray,United States,Los Angeles,AMER,NAMER,State Farm Insurance Cos.,Finance,Strategic,SaaS Connector Pack - Gold,10.86,3,0.0,5.1042,3.6199999999999997,2023,9
143,AMER-2023-106180,2023-09-19,Harry Murray,United States,Los Angeles,AMER,NAMER,State Farm Insurance Cos.,Finance,Strategic,Support,143.7,3,0.0,68.976,47.9,2023,9
